query	no	token	pos
전주 여행	166	맛집	NNG
전주 여행	166	알려	VV+EC
전주 여행	166	세요	EP+EF
전주 여행	166	에서	JKB
전주 여행	166	추천	NNG
전주 여행	166	드리	VX
전주 여행	166	습니다	EF
전주 여행	166	한옥마을	NNP
전주 여행	166	동물원	NNP
전주 여행	166	한국도로공사	NNP
전주 여행	166	수목원	NNG
전주 여행	166	덕진	NNP
전주 여행	166	공원	NNG
전주 여행	166	난장	NNG
전주 여행	167	카페	NNP
전주 여행	167	추천	NNG
전주 여행	167	세요	EP+EF
전주 여행	167	맛집	NNG
전주 여행	167	국내	NNG
전주 여행	167	주달	NNG
전주 여행	167	티비	NNG
전주 여행	167	코스	NNG
전주 여행	167	여수	NNG
전주 여행	167	여수	NNG
전주 여행	167	제주	NNP
전주 여행	167	제주도	NNP
전주 여행	167	전문	NNG
전주 여행	167	언서	NNG
전주 여행	167	주달	NNG
전주 여행	167	봉이	NNG
전주 여행	167	입니다	VCP+EF
전주 여행	167	아쉽	VA
전주 여행	167	주이	NNG
전주 여행	167	바다	NNG
전주 여행	167	어서	EC
전주 여행	168	가족	NNG
전주 여행	168	코스	NNG
전주 여행	168	드려요	VV+EF
전주 여행	168	맛집	NNG
전주 여행	168	국내	NNG
전주 여행	168	주달	NNG
전주 여행	168	티비	NNG
전주 여행	168	코스	NNG
전주 여행	168	여수	NNG
전주 여행	168	여수	NNG
전주 여행	168	제주	NNP
전주 여행	168	제주도	NNP
전주 여행	168	전문	NNG
전주 여행	168	언서	NNG
전주 여행	168	주달	NNG
전주 여행	168	봉이	NNG
전주 여행	168	입니다	VCP+EF
전주 여행	168	코스	NNG
전주 여행	168	한옥	NNG
전주 여행	168	마을	NNG
전주 여행	168	에서부터	JKB
전주 여행	169	코스	NNG
전주 여행	169	일정	NNG
전주 여행	169	추천	NNG
전주 여행	169	부탁	NNG
전주 여행	169	드려요	VV+EC
전주 여행	169	토요일	NNG
전주 여행	169	하루	NNG
전주 여행	169	일정	NNG
전주 여행	169	괜찮	VA
전주 여행	169	은지	EC
전주 여행	169	수정	NNG
전주 여행	169	필요	NNG
전주 여행	169	부분	NNG
전주 여행	169	는지	EC
전주 여행	169	인근	NNG
전주 여행	169	맛집	NNG
전주 여행	169	는지	EC
전주 여행	169	등등	NNB
전주 여행	169	의견	NNG
전주 여행	169	부탁	NNG
전주 여행	169	드립니다	VV+EC
전주 여행	169	맛집	NNG
전주 여행	169	국내	NNG
전주 여행	169	주달	NNG
전주 여행	169	티비	NNG
전주 여행	169	코스	NNG
전주 여행	169	여수	NNG
전주 여행	169	여수	NNG
전주 여행	169	제주	NNP
전주 여행	170	려는데	EC
전주 여행	170	한옥	NNG
전주 여행	170	마을	NNG
전주 여행	170	근처	NNG
전주 여행	170	에서	JKB
전주 여행	170	숙박	NNG
전주 여행	170	한다면	XSV+EC
전주 여행	170	어디	NP
전주 여행	170	어디	NP
전주 여행	170	어떤	MM
전주 여행	170	맛집	NNG
전주 여행	170	은지	EC
전주 여행	170	버스	NNG
전주 여행	170	택시	NNG
전주 여행	170	조금	MAG
전주 여행	170	나가	VV+EC
전주 여행	170	어딘지	NP+VCP+EC
전주 여행	170	등등	NNB
전주 여행	170	추천	NNG
전주 여행	170	세요	EP+EF
전주 여행	170	다른	MM
전주 여행	170	어디	NP
전주 여행	171	코스	NNG
전주 여행	171	아침	NNG
전주 여행	171	으로	JKB
전주 여행	171	현대	NNG
전주 여행	171	본점	NNG
전주 여행	171	점심	NNG
전주 여행	171	으로	JKB
전주 여행	171	비빔	NNG
전주 여행	171	소리	NNG
전주 여행	171	려고	EC
전주 여행	171	는데	EC
전주 여행	171	대옥	NNG
전주 여행	171	비빔	NNG
전주 여행	171	소리	NNG
전주 여행	171	중간	NNG
전주 여행	171	어디	NP
전주 여행	171	구경	NNG
전주 여행	171	이나	JC
전주 여행	171	갈만	NNG
전주 여행	171	을까요	EC
전주 여행	171	맛집	NNG
전주 여행	171	국내	NNG
전주 여행	171	주달	NNG
전주 여행	171	티비	NNG
전주 여행	171	코스	NNG
전주 여행	172	전라도	NNP
전주 여행	172	려고	EC
전주 여행	172	는데	EC
전주 여행	172	봐서	VX+EC
전주 여행	172	이나	JX
전주 여행	172	예정	NNG
전주 여행	172	인데	VCP+EC
전주 여행	172	추천	NNG
전주 여행	172	아용	EC
전주 여행	172	체험	NNG
전주 여행	172	구용	NNG
전주 여행	172	에서	JKB
전주 여행	172	추천	NNG
전주 여행	172	드리	VX
전주 여행	172	습니다	EF
전주 여행	172	한옥마을	NNP
전주 여행	173	참고	NNG
전주 여행	173	저희	NP
전주 여행	173	뚜벅	MAG
전주 여행	173	계획	NNG
전주 여행	173	군요	EF
전주 여행	173	그럼	MAJ
전주 여행	173	에서	JKB
전주 여행	173	추천	NNG
전주 여행	173	드리	VX
전주 여행	173	습니다	EF
전주 여행	173	한국	NNP
전주 여행	173	도로공사	NNP
전주 여행	173	수목원	NNG
전주 여행	173	동물원	NNP
전주 여행	173	자만	NNP
전주 여행	173	마을	NNG
전주 여행	173	벽화	NNG
전주 여행	173	갤러리	NNG
전주 여행	173	국립	NNG
전주 여행	173	주박	NNG
전주 여행	173	물관	NNG
전주 여행	174	코스	NNG
전주 여행	174	추천	NNG
전주 여행	174	코스	NNG
전주 여행	174	추천	NNG
전주 여행	174	안녕	NNG
전주 여행	174	세요	EP+EF
전주 여행	174	맛집	NNG
전주 여행	174	블로그	NNG
전주 여행	174	주달	NNG
전주 여행	174	봉이	NNG
전주 여행	174	입니다	VCP+EF
전주 여행	174	대부분	NNG
전주 여행	174	코스	NNG
전주 여행	174	놀러오	VV
전주 여행	174	십니다	EP+EF
전주 여행	174	한옥마을	NNP
전주 여행	174	경기전	NNG
전주 여행	174	남부	NNG
전주 여행	174	시장	NNG
전주 여행	174	시장	NNG
전주 여행	174	벽화	NNG
전주 여행	174	마을	NNG
전주 여행	174	전동성당	NNP
전주 여행	174	향교	NNG
전주 여행	174	목대	NNG
전주 여행	174	이렇게	MAG
전주 여행	174	많이	MAG
전주 여행	174	둘러보	VV
전주 여행	174	추가	NNG
전주 여행	175	코스	NNG
전주 여행	175	동선	NNG
전주 여행	175	세요	EP+EF
전주 여행	175	숙소	NNG
전주 여행	175	완산구	NNP
전주 여행	175	서신동	NNP
전주 여행	175	입니다	VCP+EF
전주 여행	175	맛집	NNG
전주 여행	175	국내	NNG
전주 여행	175	주달	NNG
전주 여행	175	티비	NNG
전주 여행	175	코스	NNG
전주 여행	175	여수	NNG
전주 여행	175	여수	NNG
전주 여행	175	제주	NNP
전주 여행	175	제주도	NNP
전주 여행	175	전문	NNG
전주 여행	175	언서	NNG
전주 여행	175	주달	NNG
전주 여행	175	봉이	NNG
전주 여행	175	입니다	VCP+EC
전주 여행	175	한옥마을	NNP
전주 여행	176	크리스마스	NNG
전주 여행	176	당일치기	NNG
전주 여행	176	습니다	EF
전주 여행	176	고등학생	NNG
전주 여행	176	인데요	VCP+EF
전주 여행	176	어느	MM
전주 여행	176	정도	NNG
전주 여행	176	을까요	EC
전주 여행	176	제대로	MAG
전주 여행	176	답변	NNG
전주 여행	176	세요	EP+EF
전주 여행	176	대학	NNG
전주 여행	176	투어	NNG
전주 여행	176	공연	NNG
전주 여행	176	연극	NNG
전주 여행	176	추천	NNG
전주 여행	176	드릴께요	VX+EF
전주 여행	177	는데	EC
전주 여행	177	그런진	VA+EC+JX
전주 여행	177	모르	VV
전주 여행	177	지만	EC
전주 여행	177	그냥	MAG
전주 여행	177	전라도	NNP
전주 여행	177	사투리	NNG
전주 여행	177	더라구요	EF
전주 여행	177	억양	NNG
전주 여행	177	그런	MM
전주 여행	177	거북	NNG
전주 여행	177	는데	EC
전주 여행	177	갔었	VV+EP
전주 여행	177	는데	EC
전주 여행	177	무슨	MM
전주 여행	177	인진	VCP+EC+JX
전주 여행	177	모르	VV
전주 여행	177	지만	EC
전주 여행	177	사람	NNG
전주 여행	177	전라도	NNP
전주 여행	177	사투리	NNG
전주 여행	177	던데요	EC
전주 여행	177	의외	NNG
전주 여행	177	어요	EF
전주 여행	177	전라북도	NNP
전주 여행	177	전주시	NNP
전주 여행	177	아닌가요	VCN+EC
전주 여행	178	코스	NNG
전주 여행	178	추천	NNG
전주 여행	178	조언	NNG
전주 여행	178	세요	EP+EF
전주 여행	178	한옥마을	NNP
전주 여행	178	경기전	NNG
전주 여행	178	난장	NNG
전주 여행	178	국립	NNG
전주 여행	178	박물관	NNG
전주 여행	178	동물원	NNG
전주 여행	178	이동	NNG
전주 여행	178	수단	NNG
전주 여행	178	자동차	NNG
전주 여행	178	맛집	NNG
전주 여행	178	국내	NNG
전주 여행	178	주달	NNG
전주 여행	178	티비	NNG
전주 여행	178	코스	NNG
전주 여행	178	여수	NNG
전주 여행	178	여수	NNG
전주 여행	178	제주	NNP
전주 여행	179	뚜벅	MAG
전주 여행	179	으로	JKB
전주 여행	179	려는데	EC
전주 여행	179	한옥	NNG
전주 여행	179	마을	NNG
전주 여행	179	근처	NNG
전주 여행	179	..	SY
전주 여행	179	이용	NNG
전주 여행	179	장소	NNG
전주 여행	179	에서	JKB
전주 여행	179	장소	NNG
전주 여행	179	운송	NNG
전주 여행	179	가능	NNG
전주 여행	179	합니다	XSA+EF
전주 여행	179	가격	NNG
전주 여행	179	저렴	XR
전주 여행	179	통해	VV+EC
전주 여행	179	실시간	NNG
전주 여행	179	으로	JKB
전주 여행	179	주문	NNG
전주 여행	179	현황	NNG
전주 여행	179	확인	NNG
전주 여행	179	까지	JX
전주 여행	179	가능	NNG
전주 여행	179	편리	NNG
전주 여행	179	이용	NNG
전주 여행	179	가능	NNG
전주 여행	179	뚜벅	MAG
전주 여행	179	참고	NNG
전주 여행	179	세요	EP+EF
전주 여행	179	즐거운	VA+ETM
전주 여행	179	바랄	VV+ETM
전주 여행	179	게요	NNB+VCP+EC
전주 여행	180	일정	NNG
전주 여행	180	이번	NNG
전주 여행	180	는데	EC
전주 여행	180	소요	NNG
전주 여행	180	시간	NNG
전주 여행	180	어요	EF
전주 여행	180	한옥마을	NNP
전주 여행	180	초코파이	NNP
전주 여행	180	체험	NNG
전주 여행	180	수목원	NNG
전주 여행	180	드림	VV+ETM
전주 여행	180	랜드	NNG
전주 여행	180	으로	JKB
전주 여행	180	는데	EC
전주 여행	180	이동	NNG
전주 여행	180	시간	NNG
전주 여행	180	얼마나	MAG
전주 여행	180	걸릴까요	VV+EF
전주 여행	180	자세	XR
전주 여행	180	부탁	NNG
전주 여행	180	드릴게요	VV+EC
전주 여행	180	우선	MAG
전주 여행	180	한옥마을	NNP
전주 여행	180	초코파이	NNP
전주 여행	180	체험	NNG
전주 여행	180	장이	XSN
전주 여행	180	으니까요	EC
전주 여행	180	이걸	NP+JKO
전주 여행	181	이번	NNG
전주 여행	181	태교	NNG
전주 여행	181	으로	JKB
전주 여행	181	려고	EC
전주 여행	181	는데	EC
전주 여행	181	강아지	NNG
전주 여행	181	..	SY
전주 여행	181	맛집	NNG
전주 여행	181	국내	NNG
전주 여행	181	주달	NNG
전주 여행	181	티비	NNG
전주 여행	181	코스	NNG
전주 여행	181	여수	NNG
전주 여행	181	여수	NNG
전주 여행	181	제주	NNP
전주 여행	181	제주도	NNP
전주 여행	181	전문	NNG
전주 여행	181	언서	NNG
전주 여행	181	주달	NNG
전주 여행	181	봉이	NNG
전주 여행	181	입니다	VCP+EF
전주 여행	181	숙소	NNG
전주 여행	181	힘드	VA
전주 여행	181	다면	EC
전주 여행	181	바닷가	NNG
전주 여행	182	추천	NNG
전주 여행	182	세요	EP+EF
전주 여행	182	추천	NNG
전주 여행	182	세요	EP+EF
전주 여행	182	주식	NNG
전주 여행	182	문화	NNG
전주 여행	182	전일	NNG
전주 여행	182	슈퍼	NNG
전주 여행	182	주만	NNP
전주 여행	182	문화	NNG
전주 여행	182	피큐어	NNP
전주 여행	182	평점	NNG
전주 여행	182	AA	SL
전주 여행	182	전주식	NNP
전주 여행	182	한정식	NNP
전주 여행	182	최고봉	NNP
전주 여행	182	수구	NNP
전주 여행	182	전라	NNP
전주 여행	182	회관	NNG
전주 여행	182	전주비빔밥	NNG
전주 여행	182	최고봉	NNG
전주 여행	182	고궁	NNG
전주 여행	182	성미	NNG
전주 여행	182	토종	NNG
전주 여행	182	명품	NNG
전주 여행	182	사용	NNG
전주 여행	182	리의	NNG
전주 여행	183	혼자	NNG
전주 여행	183	코스	NNG
전주 여행	183	질문	NNG
전주 여행	183	정보	NNG
전주 여행	183	정리	NNG
전주 여행	183	습니다	EF
전주 여행	183	참고	NNG
전주 여행	183	세요	EP+EF
전주 여행	183	에서	JKB
전주 여행	183	덕진	NNP
전주 여행	183	공원	NNG
전주 여행	183	추천	NNP
전주 여행	183	덕진	NNP
전주 여행	183	공원	NNG
전주 여행	183	터미널	NNG
전주 여행	183	에서	JKB
전주 여행	183	가장	MAG
전주 여행	183	가까운	VA+ETM
전주 여행	183	에요	EF
전주 여행	183	산책	NNG
전주 여행	183	호수	NNG
전주 여행	183	공원	NNG
전주 여행	183	에요	EF
전주 여행	183	덕진	NNP
전주 여행	183	공원	NNG
전주 여행	183	생략	NNG
전주 여행	183	곧바로	MAG
전주 여행	183	남부	NNG
전주 여행	183	시장	NNG
전주 여행	184	갈려고	VV+EC
전주 여행	184	는데	EC
전주 여행	184	맛집	NNG
전주 여행	184	국내	NNG
전주 여행	184	주달	NNG
전주 여행	184	티비	NNG
전주 여행	184	코스	NNG
전주 여행	184	여수	NNG
전주 여행	184	여수	NNG
전주 여행	184	제주	NNP
전주 여행	184	제주도	NNP
전주 여행	184	전문	NNG
전주 여행	184	언서	NNG
전주 여행	184	주달	NNG
전주 여행	184	봉이	NNG
전주 여행	184	입니다	VCP+EF
전주 여행	184	코스	NNG
전주 여행	184	한옥	NNG
전주 여행	184	마을	NNG
전주 여행	184	에서부터	JKB
전주 여행	184	시작	NNG
전주 여행	185	부모	NNG
전주 여행	185	려고	EC
전주 여행	185	는데	EC
전주 여행	185	정보	NNG
전주 여행	185	하나	NR
전주 여행	185	어서요	EC
전주 여행	185	숙소	NNG
전주 여행	185	어디	NP
전주 여행	185	은지	EC
전주 여행	185	관광지	NNG
전주 여행	185	어디	NP
전주 여행	185	는지	EC
전주 여행	185	추천	NNG
전주 여행	185	부탁	NNG
전주 여행	185	드려요	VV+EC
전주 여행	185	맛집	NNG
전주 여행	185	국내	NNG
전주 여행	185	주달	NNG
전주 여행	185	티비	NNG
전주 여행	185	코스	NNG
전주 여행	185	여수	NNG
전주 여행	186	코스	NNG
전주 여행	186	!!	SY
전주 여행	186	이미	MAG
전주 여행	186	마치	VV
전주 여행	186	복귀	NNG
전주 여행	186	네요	EF
전주 여행	186	저희	NP
전주 여행	186	지난주	NNG
전주 여행	186	당일	NNG
전주 여행	186	코스	NNG
전주 여행	186	다녀왔	VV+EP
전주 여행	186	는데요	EF
전주 여행	186	주말	NNG
전주 여행	186	라서	EC
전주 여행	186	그런지	VA+EC
전주 여행	186	관광지	NNG
전주 여행	186	사람	NNG
전주 여행	186	아서	EC
전주 여행	186	생각	NNG
전주 여행	186	처럼	JKB
전주 여행	186	많이	MAG
전주 여행	186	둘러보	VV
전주 여행	186	못해서	VX+EC
전주 여행	186	아쉽	VA
전주 여행	186	더라고요	EC
전주 여행	186	최소한	NNG
전주 여행	187	당일치기	NNG
전주 여행	187	려고	EC
전주 여행	187	는데	EC
전주 여행	187	질문	NNG
전주 여행	187	습니다	EF
전주 여행	187	맛집	NNG
전주 여행	187	국내	NNG
전주 여행	187	주달	NNG
전주 여행	187	티비	NNG
전주 여행	187	코스	NNG
전주 여행	187	여수	NNG
전주 여행	187	여수	NNG
전주 여행	187	제주	NNP
전주 여행	187	제주도	NNP
전주 여행	187	전문	NNG
전주 여행	187	언서	NNG
전주 여행	187	주달	NNG
전주 여행	187	봉이	NNG
전주 여행	187	입니다	VCP+EF
전주 여행	187	기지	NNG
전주 여행	187	산책	NNG
전주 여행	187	저녁	NNG
전주 여행	187	많이	MAG
전주 여행	187	셔서	EP+EC
전주 여행	188	는데	EC
전주 여행	188	코스	NNG
전주 여행	188	추천	NNG
전주 여행	188	부탁	NNG
전주 여행	188	드려요	VV+EC
전주 여행	188	~^^	SY
전주 여행	188	남자	NNG
전주 여행	188	친구	NNG
전주 여행	188	생일	NNG
전주 여행	188	으로	JKB
전주 여행	188	는데	EC
전주 여행	188	처음	NNG
전주 여행	188	코스	NNG
전주 여행	188	으면	EC
전주 여행	188	추천	NNG
전주 여행	188	부탁드립니다	VV+EC
전주 여행	188	숙소	NNG
전주 여행	188	한옥마을	NNP
전주 여행	188	도보	NNP
전주 여행	188	10	SN
전주 여행	188	거리	NNG
전주 여행	188	자차	NNG
전주 여행	188	어서	EC
전주 여행	188	이동은	NNP
전주 여행	188	문제	NNG
전주 여행	188	습니다	EF
전주 여행	188	맛집	NNG
전주 여행	188	추천	NNG
전주 여행	188	부탁	NNG
전주 여행	188	드려요	VV+EC
전주 여행	188	안녕	NNG
전주 여행	188	세요	EP+EF
전주 여행	188	AI	SL
전주 여행	189	한옥	NNG
전주 여행	189	마을	NNG
전주 여행	189	남자	NNG
전주 여행	189	혼자	NNG
전주 여행	189	예정	NNG
전주 여행	189	입니다	VCP+EF
전주 여행	189	욕조	NNG
전주 여행	189	굉장히	MAG
전주 여행	189	무리	NNG
전주 여행	189	질문	NNG
전주 여행	189	지만	EC
전주 여행	189	혹시나	MAG
전주 여행	189	해서	VV+EC
전주 여행	189	맛집	NNG
전주 여행	189	국내	NNG
전주 여행	189	주달	NNG
전주 여행	189	티비	NNG
전주 여행	189	코스	NNG
전주 여행	189	여수	NNG
전주 여행	189	여수	NNG
전주 여행	189	제주	NNP
전주 여행	189	제주도	NNP
전주 여행	189	전문	NNG
전주 여행	189	언서	NNG
전주 여행	190	는데	EC
전주 여행	190	렌트	NNG
전주 여행	190	을까	EC
전주 여행	190	는데	EC
전주 여행	190	렌트	NNG
전주 여행	190	을까요	EC
전주 여행	190	안녕	NNG
전주 여행	190	세요	EP+EF
전주 여행	190	천만	NR
전주 여행	190	려인	NNG
전주 여행	190	함께	MAG
전주 여행	190	애견	NNG
전주 여행	190	동반	NNG
전주 여행	190	플랫	NNG
전주 여행	190	하트	NNG
전주 여행	190	입니다	VCP+EF
전주 여행	190	도시	NNG
전주 여행	190	라서	VCP+EC
전주 여행	190	택시	NNG
전주 여행	190	이동	NNG
전주 여행	190	해도	VV+EC
전주 여행	190	불편	NNG
전주 여행	190	습니다	EF
전주 여행	190	답변	NNG
전주 여행	190	도움	NNG
전주 여행	190	다면	EC
전주 여행	190	채택	NNG
전주 여행	190	부탁드립니다	VV+EC
전주 여행	191	코스	NNG
전주 여행	191	질문	NNG
전주 여행	191	드려요	VV+EC
전주 여행	191	이상	NNG
전주 여행	191	문의	NNG
전주 여행	191	통상	NNG
전주 여행	191	안내	NNG
